id,modularity_class
3,0
6,0
8,0
11,0
12,0
14,0
18,0
19,0
22,0
23,0
30,0
31,0
33,0
34,0
36,0
37,0
42,0
43,0
45,0
46,0
48,0
50,0
51,0
53,0
57,0
58,0
59,0
61,0
62,0
63,0
64,0
65,0
67,0
68,0
69,0
70,0
71,0
73,0
76,0
78,0
85,0
87,0
88,0
89,0
93,0
95,0
98,0
99,0
100,0
103,0
107,0
109,0
110,0
111,0
113,0
115,0
116,0
121,0
122,0
124,0
127,0
130,0
132,0
133,0
135,0
138,0
139,0
140,0
142,0
143,0
145,0
146,0
148,0
151,0
154,0
161,0
163,0
164,0
165,0
166,0
168,0
169,0
171,0
177,0
182,0
184,0
186,0
187,0
188,0
189,0
191,0
192,0
194,0
198,0
202,0
204,0
212,0
213,0
214,0
215,0
218,0
219,0
220,0
221,0
223,0
224,0
225,0
226,0
227,0
228,0
230,0
233,0
235,0
236,0
238,0
239,0
241,0
245,0
246,0
248,0
249,0
250,0
255,0
257,0
259,0
260,0
261,0
262,0
264,0
265,0
267,0
268,0
273,0
275,0
277,0
280,0
281,0
288,0
289,0
290,0
292,0
296,0
297,0
299,0
300,0
303,0
305,0
309,0
311,0
316,0
317,0
320,0
325,0
326,0
328,0
329,0
331,0
333,0
336,0
338,0
339,0
341,0
343,0
344,0
346,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
359,0
360,0
361,0
362,0
363,0
364,0
366,0
367,0
369,0
371,0
373,0
374,0
375,0
376,0
378,0
380,0
381,0
383,0
385,0
388,0
390,0
393,0
396,0
399,0
401,0
402,0
403,0
404,0
405,0
409,0
416,0
419,0
420,0
421,0
422,0
423,0
427,0
428,0
429,0
430,0
434,0
436,0
438,0
439,0
441,0
450,0
451,0
453,0
455,0
458,0
459,0
460,0
462,0
463,0
465,0
466,0
468,0
472,0
474,0
475,0
478,0
479,0
481,0
488,0
489,0
496,0
498,0
499,0
501,0
503,0
506,0
510,0
511,0
513,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
525,0
526,0
527,0
528,0
529,0
532,0
533,0
537,0
538,0
542,0
546,0
548,0
549,0
550,0
556,0
557,0
558,0
559,0
561,0
563,0
564,0
565,0
570,0
574,0
575,0
576,0
578,0
581,0
583,0
590,0
591,0
594,0
595,0
596,0
598,0
599,0
600,0
602,0
604,0
607,0
610,0
612,0
613,0
614,0
615,0
618,0
625,0
628,0
630,0
632,0
634,0
637,0
640,0
643,0
645,0
647,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
659,0
661,0
663,0
665,0
671,0
674,0
676,0
678,0
680,0
681,0
682,0
686,0
688,0
690,0
697,0
698,0
700,0
701,0
703,0
704,0
705,0
709,0
712,0
713,0
715,0
717,0
718,0
719,0
724,0
725,0
726,0
728,0
729,0
730,0
734,0
737,0
739,0
740,0
742,0
743,0
744,0
748,0
749,0
750,0
753,0
754,0
756,0
757,0
759,0
760,0
762,0
763,0
766,0
772,0
773,0
775,0
780,0
782,0
784,0
786,0
789,0
790,0
796,0
799,0
801,0
805,0
806,0
807,0
812,0
814,0
819,0
820,0
821,0
824,0
829,0
830,0
837,0
841,0
848,0
851,0
852,0
853,0
855,0
856,0
857,0
860,0
861,0
865,0
866,0
868,0
869,0
872,0
878,0
880,0
885,0
886,0
895,0
896,0
900,0
909,0
912,0
914,0
917,0
920,0
922,0
924,0
926,0
928,0
929,0
932,0
939,0
940,0
941,0
944,0
946,0
947,0
948,0
949,0
950,0
951,0
970,0
971,0
973,0
977,0
978,0
979,0
982,0
983,0
985,0
992,0
995,0
1000,0
1006,0
1011,0
1023,0
1033,0
1037,0
1041,0
1060,0
2,1
1,1
4,1
5,1
7,1
9,1
10,1
13,1
15,1
16,1
17,1
20,1
21,1
24,1
25,1
26,1
27,1
28,1
29,1
32,1
35,1
38,1
39,1
40,1
41,1
44,1
47,1
49,1
52,1
54,1
55,1
56,1
60,1
66,1
72,1
74,1
75,1
77,1
79,1
80,1
81,1
82,1
83,1
84,1
86,1
90,1
91,1
92,1
94,1
96,1
97,1
101,1
102,1
104,1
105,1
106,1
108,1
112,1
114,1
117,1
118,1
119,1
120,1
123,1
125,1
126,1
128,1
129,1
131,1
134,1
136,1
137,1
141,1
144,1
147,1
149,1
150,1
152,1
153,1
155,1
156,1
157,1
158,1
159,1
160,1
162,1
167,1
170,1
172,1
173,1
174,1
175,1
176,1
178,1
179,1
180,1
181,1
183,1
185,1
190,1
193,1
195,1
196,1
197,1
199,1
200,1
201,1
203,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
216,1
217,1
222,1
229,1
231,1
232,1
234,1
237,1
240,1
242,1
243,1
244,1
247,1
251,1
252,1
253,1
254,1
256,1
258,1
263,1
266,1
269,1
270,1
271,1
272,1
274,1
276,1
278,1
279,1
282,1
283,1
284,1
285,1
286,1
287,1
291,1
293,1
294,1
295,1
298,1
301,1
302,1
304,1
306,1
307,1
308,1
310,1
312,1
313,1
314,1
315,1
318,1
319,1
321,1
322,1
323,1
324,1
327,1
330,1
332,1
334,1
335,1
337,1
340,1
342,1
345,1
347,1
348,1
356,1
357,1
358,1
365,1
368,1
370,1
372,1
377,1
379,1
382,1
384,1
386,1
387,1
389,1
391,1
392,1
394,1
395,1
397,1
398,1
400,1
406,1
407,1
408,1
410,1
411,1
412,1
413,1
414,1
415,1
417,1
418,1
424,1
425,1
426,1
431,1
432,1
433,1
435,1
437,1
440,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
452,1
454,1
456,1
457,1
461,1
464,1
467,1
469,1
470,1
471,1
473,1
476,1
477,1
480,1
482,1
483,1
484,1
485,1
486,1
487,1
490,1
491,1
492,1
493,1
494,1
495,1
497,1
500,1
502,1
504,1
505,1
507,1
508,1
509,1
512,1
514,1
515,1
516,1
524,1
530,1
531,1
534,1
535,1
536,1
539,1
540,1
541,1
543,1
544,1
545,1
547,1
551,1
552,1
553,1
554,1
555,1
560,1
562,1
566,1
567,1
568,1
569,1
571,1
572,1
573,1
577,1
579,1
580,1
582,1
584,1
585,1
586,1
587,1
588,1
589,1
592,1
593,1
597,1
601,1
603,1
605,1
606,1
608,1
609,1
611,1
616,1
617,1
619,1
620,1
621,1
622,1
623,1
624,1
626,1
627,1
629,1
631,1
633,1
635,1
636,1
638,1
639,1
641,1
642,1
644,1
646,1
648,1
658,1
660,1
662,1
664,1
666,1
667,1
668,1
669,1
670,1
672,1
673,1
675,1
677,1
679,1
683,1
684,1
685,1
687,1
689,1
691,1
692,1
693,1
694,1
695,1
696,1
699,1
702,1
706,1
707,1
708,1
710,1
711,1
714,1
716,1
720,1
721,1
722,1
723,1
727,1
731,1
732,1
733,1
735,1
736,1
738,1
741,1
745,1
746,1
747,1
751,1
752,1
755,1
758,1
761,1
764,1
765,1
767,1
768,1
769,1
770,1
771,1
774,1
776,1
777,1
778,1
779,1
781,1
783,1
785,1
787,1
788,1
791,1
792,1
793,1
794,1
795,1
797,1
798,1
800,1
802,1
803,1
804,1
808,1
809,1
810,1
811,1
813,1
815,1
816,1
817,1
818,1
822,1
823,1
825,1
826,1
827,1
828,1
831,1
832,1
833,1
834,1
835,1
836,1
838,1
839,1
840,1
842,1
843,1
844,1
845,1
846,1
847,1
849,1
850,1
854,1
858,1
859,1
862,1
863,1
864,1
867,1
870,1
871,1
873,1
874,1
875,1
876,1
877,1
879,1
881,1
882,1
883,1
884,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
897,1
898,1
899,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
910,1
911,1
913,1
915,1
916,1
918,1
919,1
921,1
923,1
925,1
927,1
930,1
931,1
933,1
934,1
935,1
936,1
937,1
938,1
942,1
943,1
945,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
972,1
974,1
975,1
976,1
980,1
981,1
984,1
986,1
987,1
988,1
989,1
990,1
991,1
993,1
994,1
996,1
997,1
998,1
999,1
1001,1
1002,1
1003,1
1004,1
1005,1
1007,1
1008,1
1009,1
1010,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1034,1
1035,1
1036,1
1038,1
1039,1
1040,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1061,1
1062,1
